,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
238,chubut,gastre,gastre,602,no,no,no,no,no,si,si,no,si,-42.2656204565429,-69.2210978977662
239,chubut,gastre,lagunita salada,129,no,no,no,no,si,si,si,no,no,-42.7167792838299,-69.1884723935703
240,chubut,gastre,yala laubat,37,no,no,no,no,si,no,no,no,no,-42.7671354457615,-69.89037509217354
241,chubut,languiñeo,aldea epulef,247,no,no,no,no,si,si,si,no,no,-43.2341165952859,-69.7112937770404
242,chubut,languiñeo,carrenleufú,317,no,no,no,no,si,no,si,no,no,-43.5856885437306,-71.7009020245021
243,entre rios,colón,hocker,0,no,no,no,no,no,no,no,no,si,-32.0874958453901,-58.3417058444451
244,caba,comuna 10,monte castro,33623,si,si,si,si,si,si,si,si,si,-34.6192974826904,-58.5065803391285
245,cordoba,río cuarto,coronel moldes,9005,si,no,no,no,no,no,si,si,si,-33.6230868735031,-64.5971033510391
246,cordoba,río cuarto,elena,2985,si,no,no,si,no,si,si,si,si,-32.5720684109952,-64.3929518423935
247,cordoba,río cuarto,la carolina,165,si,no,no,no,si,si,si,si,no,-33.1868433713045,-64.7251129655857
248,cordoba,río cuarto,la cautiva,969,no,no,no,no,no,no,si,no,si,-32.62110925601021,-64.0842989461185
249,cordoba,río cuarto,la gilda,101,no,no,no,no,no,no,no,no,no,-33.2082959166527,-64.2584448995097
250,cordoba,río cuarto,las acequias,2201,si,no,no,si,no,no,si,si,si,-33.2822486969948,-63.9758763865889
251,caba,comuna 13,belgrano,126831,si,si,si,si,si,si,si,si,si,-34.5548815240237,-58.4502890947349
252,chubut,languiñeo,colan conhue,262,no,no,no,no,si,si,si,no,no,-43.2425977048335,-69.9302181856069
253,chubut,languiñeo,paso del sapo,472,no,no,no,no,si,si,si,no,no,-42.7371109950872,-69.6110020875554
254,chubut,languiñeo,tecka,1237,no,no,no,no,si,no,si,no,no,-43.4935820815258,-70.8135608321009
255,chubut,mártires,el mirasol,57,no,no,no,no,si,no,no,no,no,-43.2852932712541,-67.7603113819649
256,chubut,mártires,las plumas,480,no,no,no,no,si,no,si,no,no,-43.7223979636171,-67.2869956666141
257,chubut,paso de indios,cerro cóndor,67,no,si,no,no,si,no,si,no,no,-43.4233198653988,-69.1640923476749
258,chubut,paso de indios,los altares,230,no,no,no,no,si,si,si,no,no,-43.8711929981581,-68.4301168776514
259,chubut,paso de indios,paso de indios,1264,no,no,no,no,si,no,si,no,si,-43.8663054117658,-69.0448870902309
260,chubut,rawson,playa magagna,76,no,si,no,no,no,si,no,no,no,-43.3821208618862,-65.0449325683674
261,buenos aires,bragado,bragado,33222,si,si,si,si,no,si,si,si,si,-35.793217572108205,-60.4879147568209
262,buenos aires,bragado,comodoro py,634,no,no,no,si,no,si,no,si,si,-35.3233100374631,-60.5217314911689
263,buenos aires,bragado,general o'brien,2488,si,no,no,si,no,si,si,si,si,-34.9067979091956,-60.7597838238054
264,buenos aires,bragado,irala,400,no,si,no,no,no,si,si,no,si,-34.7718230311122,-60.6916912010278
265,buenos aires,bragado,la limpia,38,no,no,no,no,no,no,no,no,no,-35.0797272650156,-60.5928546665185
266,buenos aires,bragado,máximo fernández (est. juan f. salaberry),4,no,no,no,no,no,no,no,no,no,-35.0615246745825,-60.7060741424473
267,buenos aires,bragado,mechita (est. mecha),1414,si,si,no,no,no,si,no,no,no,-35.0699378566803,-60.4084937925362
268,buenos aires,bragado,olascoaga,127,no,no,no,no,no,si,no,no,no,-35.2375277927366,-60.6115341696178
269,buenos aires,bragado,warnes,437,si,no,no,no,no,si,no,no,no,-34.9098734445057,-60.5381681629003
270,buenos aires,brandsen,altamirano,215,no,no,no,no,no,no,si,no,si,-35.3615828022139,-58.1504868159157
271,buenos aires,brandsen,barrio el mirador,226,no,no,no,no,no,no,no,si,si,-35.3145370547125,-58.0484420796345
272,buenos aires,brandsen,barrio las golondrinas,383,no,no,no,no,no,no,no,si,si,-35.0335777783556,-58.1935382681817
273,buenos aires,brandsen,barrio los bosquecitos,124,no,no,no,no,no,no,no,no,no,-35.1050389949725,-58.1835007859607
274,buenos aires,brandsen,barrio parque las acacias,229,no,no,no,no,no,no,no,no,no,-35.1030329461442,-58.2730405375653
275,buenos aires,brandsen,campos de roca,234,no,no,no,no,no,no,no,si,si,-35.1149772603157,-58.0953896541907
276,buenos aires,brandsen,club de campo las malvinas,4,no,no,no,no,no,no,no,no,no,-35.2139978115731,-58.2433030920635
277,entre rios,paraná,pueblo moreno,0,no,no,no,no,no,no,no,no,no,-31.5884913847857,-60.0648929343735
278,rio negro,general roca,barrio unión,106,no,no,no,no,no,si,no,no,no,-36.179242029742106,-69.79703055004444
279,buenos aires,brandsen,coronel brandsen,19877,si,si,no,si,no,si,si,si,si,-35.1690983002919,-58.2373529446643
280,buenos aires,brandsen,gómez,362,no,no,no,no,no,no,si,no,si,-35.0693655332834,-58.1656899882306
281,buenos aires,brandsen,jeppener,2496,si,no,no,si,no,no,si,si,si,-35.2802043920968,-58.1996649431989
282,buenos aires,brandsen,oliden,183,no,no,no,no,no,no,si,no,si,-35.1842584334678,-57.9479623248001
283,buenos aires,brandsen,posada de los lagos,15,no,no,no,no,no,no,no,si,si,-35.1499383981993,-58.0504528667351
284,buenos aires,brandsen,samborombón,6,no,no,no,no,no,no,no,no,no,-35.2206242719966,-58.2805297949826
285,buenos aires,campana,alto los cardales,1983,no,no,no,si,no,si,no,si,si,-34.3160243688815,-58.9784574815339
286,buenos aires,campana,barrio los pioneros,1823,no,no,no,no,no,si,no,si,si,-34.2530406367633,-58.9584400368589
287,buenos aires,campana,campana,86860,si,si,si,si,si,si,si,si,si,-34.1639618118269,-58.9588741035355
288,buenos aires,campana,chacras del río luján,1621,no,no,no,no,no,si,no,si,si,-34.2934153226239,-68.89495281715064
289,buenos aires,campana,lomas del río luján (est. río luján),261,no,si,no,no,no,no,no,si,si,-34.2816770641806,-58.8911906524052
290,buenos aires,general rodríguez,general rodríguez,85315,si,si,si,si,si,si,si,si,si,-34.6079239021063,-68.89786111663943
291,buenos aires,general san martín,barrio parque general san martin,421,no,no,si,si,no,si,si,no,si,-34.5673433766504,-58.5843112459936
292,buenos aires,general san martín,billinghurst,19664,si,si,no,si,no,no,si,si,si,-34.5751071711249,-58.5745828938046
293,buenos aires,general san martín,ciudad del libertador general san martin,29180,si,si,no,si,si,si,si,si,si,-34.5796986848297,-58.5420144816587
294,buenos aires,general san martín,ciudad jardin el libertador,63479,no,si,no,no,no,no,si,si,si,-34.5416520781805,-58.5959093634496
295,buenos aires,general san martín,va ma irene de los remedios de escalada,1265,no,si,no,no,no,no,no,si,si,-34.5646397095177,-58.5922548425316
296,buenos aires,general san martín,villa ayacucho,3939,no,si,no,si,no,no,no,si,si,-34.5904132636755,-58.5530430923958
297,buenos aires,general san martín,villa ballester,36272,si,si,si,si,no,si,si,si,si,-34.5422846822324,-58.5583177179822
298,buenos aires,general san martín,villa bernardo monteagudo,8519,no,si,no,si,no,no,no,si,si,-34.5905899097986,-58.5396606594168
299,buenos aires,general san martín,villa chacabuco,5179,no,si,no,si,no,no,no,si,si,-34.5796744853293,-68.85513660980634
300,buenos aires,general san martín,villa coronel jose m. zapiola,22369,no,si,no,si,no,no,no,si,si,-34.5595169115142,-58.5772769308184
301,buenos aires,general san martín,villa general antonio j. de sucre,6311,no,si,no,si,no,no,no,si,si,-34.5470506011052,-58.5694391894093
302,buenos aires,general san martín,villa general eugenio necochea,29982,no,si,no,si,no,no,no,si,si,-32.626448674201505,-58.5801478288493
303,buenos aires,general san martín,villa general jose tomas guido,18828,no,si,no,si,no,no,no,si,si,-35.7366349744927,-58.5669976603922
304,buenos aires,general san martín,villa general juan g. las heras,11866,no,si,no,si,no,no,no,si,si,-34.5612567076697,-58.5553936643491
305,buenos aires,general san martín,villa godoy cruz,6116,no,si,no,si,no,no,no,si,si,-34.5433989252454,-58.5755928423118
306,buenos aires,general san martín,villa granaderos de san martín,21113,no,si,no,si,no,si,no,si,si,-34.5507646909435,-58.5284854572959
307,buenos aires,general san martín,villa gregoria matorras,16376,no,si,no,si,no,no,no,si,si,-34.5383846467918,-58.5491721010066
308,buenos aires,general san martín,villa josé león suarez,16173,si,si,no,si,no,si,si,si,si,-34.5253711653351,-58.5802550661988
309,buenos aires,mercedes,gowland,1738,no,no,no,si,no,si,no,si,si,-35.746566270303404,-59.3523186300108
310,buenos aires,mercedes,jorge born,191,no,no,no,no,no,si,no,no,no,-32.28132368912151,-63.002833505920435
311,buenos aires,mercedes,mercedes,56116,si,si,si,si,si,si,si,si,si,-34.6521715354886,-59.4295981722689
312,buenos aires,mercedes,tomás jofré,0,no,no,no,no,no,no,no,no,no,-35.751218897626,-59.3194428313109
313,buenos aires,merlo,libertad,112806,si,si,si,si,si,si,si,si,si,-34.7085422423529,-58.6795867252566
314,buenos aires,merlo,mariano acosta,60717,si,si,no,si,no,si,si,si,si,-34.7154808073462,-58.7976740413845
315,buenos aires,merlo,merlo,274130,si,si,si,si,no,si,si,si,si,-34.6823277014068,-58.7436432079669
316,buenos aires,merlo,pontevedra,37628,si,si,si,si,no,si,si,si,si,-34.7467959489481,-58.7060431536772
317,buenos aires,merlo,san antonio de padua,42377,si,si,si,si,no,si,si,si,si,-34.6698581359268,-68.87262595639064
318,buenos aires,monte,abbott,603,no,no,no,si,si,si,si,si,si,-35.2825062106661,-58.8042619084922
319,buenos aires,monte,san miguel del monte (est. monte),17005,si,si,si,si,no,si,si,si,si,-35.4391643240479,-58.8094598355672
320,buenos aires,monte,zenón videla dorna,76,no,no,no,no,no,no,no,no,si,-35.5447734044526,-58.8855911917932
321,buenos aires,monte hermoso,balneario sauce grande,118,si,no,no,si,no,no,si,si,si,-36.180859111265406,-61.2152015930805
322,buenos aires,monte hermoso,monte hermoso,6351,si,no,no,si,no,no,si,si,si,-38.9815065384254,-61.3005457486605
323,buenos aires,moreno,cuartel v,45231,no,si,si,si,no,si,si,si,si,-34.5586595722532,-58.8163010886698
324,buenos aires,moreno,francisco alvarez,27954,si,si,si,si,no,si,si,si,si,-34.6073137077479,-68.88882719126943
325,buenos aires,tigre,don torcuato este,38359,si,si,si,si,no,si,si,si,si,-34.4869370480479,-58.6159410299812
326,buenos aires,tigre,don torcuato oeste,42873,no,no,no,no,no,si,no,si,si,-34.5035354582885,-58.6275286549289
327,buenos aires,tigre,el talar,54374,si,si,no,si,si,si,si,si,si,-34.4713213368481,-58.6570301927479
328,buenos aires,tigre,general pacheco,54208,si,si,no,si,si,si,si,si,si,-34.4523088119909,-58.6448936162046
329,buenos aires,tigre,los troncos del talar,37016,si,si,no,si,si,no,si,si,si,-34.4425672031974,-58.6174364127772
330,buenos aires,tigre,nordelta,0,no,si,no,si,no,no,si,si,si,-32.28135774872351,-63.00289158399313
331,rio negro,ñorquincó,mamuel choique,243,no,no,no,si,no,no,si,no,no,-41.7698416427745,-70.1708632216436
332,rio negro,ñorquincó,ñorquincó,565,no,no,no,no,si,no,si,no,no,-36.465668203306706,-70.8943932149944
333,rio negro,ñorquincó,ojos de agua,69,no,no,no,no,no,no,si,no,no,-36.43481256487001,-69.98829750973323
334,buenos aires,tigre,ricardo rojas,24410,si,si,no,si,no,no,si,si,si,-34.4563339674448,-58.6806670320976
335,buenos aires,tigre,rincón de milberg,34588,si,si,no,si,no,si,si,si,si,-34.4097532043357,-58.6304827023614
336,buenos aires,tigre,tigre,38954,si,si,no,si,si,si,si,si,si,-34.4266925110065,-58.5779717541318
337,buenos aires,tordillo,general conesa,1302,si,si,no,no,no,si,si,si,si,-36.5208587437818,-57.3249371025508
338,buenos aires,tordillo,villa roch,0,no,no,no,no,no,si,no,si,si,-36.4735206430311,-57.3384090004103
339,buenos aires,tornquist,chasicó,203,no,no,no,no,no,no,si,no,no,-38.3352258409739,-62.6424099899733
340,buenos aires,tornquist,saldungaray,1351,si,no,no,no,no,no,si,si,si,-38.2028131038038,-61.7678925154653
341,buenos aires,tornquist,sierra de la ventana,2165,no,si,no,si,no,no,si,si,si,-38.1366716139365,-61.7956860399239
342,rio negro,ñorquincó,río chico (est. cerro mesa),282,no,no,no,no,si,no,si,no,no,-41.7167227835394,-70.4710839014636
343,rio negro,pichi mahuida,barrio esperanza,67,no,no,no,si,no,no,no,no,no,-36.18551102766381,-63.9985907357656
344,buenos aires,cañuelas,alejandro petión,2759,si,si,si,no,no,si,si,si,si,-34.9793768508134,-58.6749430768989
345,buenos aires,cañuelas,barrio belgrano-máximo paz,7165,no,no,no,no,no,si,no,si,si,-34.9364563092157,-58.6143957995956
346,buenos aires,cañuelas,barrio el taladro,155,no,no,no,no,no,si,no,no,si,-35.0742486164225,-58.8632420603475
347,buenos aires,cañuelas,cañuelas,29974,si,si,si,si,si,si,si,si,si,-35.0527140350539,-58.7583856965375
348,buenos aires,cañuelas,gobernador udaondo,330,no,no,no,no,no,si,no,no,si,-35.3003271130454,-58.5943053657455
349,buenos aires,cañuelas,máximo paz,7165,no,si,no,si,no,si,no,no,no,-34.9364563092157,-58.6143957995956
350,buenos aires,cañuelas,santa rosa,5297,no,no,no,no,si,si,no,si,si,-34.9611839371811,-58.7308918275978
351,buenos aires,cañuelas,uribelarrea,1282,si,no,no,si,no,si,si,si,si,-35.1227364407356,-58.8904871463421
352,buenos aires,cañuelas,vicente casares,787,si,no,si,no,no,si,si,si,si,-34.9653526702416,-58.6504979594296
353,buenos aires,capitán sarmiento,capitán sarmiento,13088,si,si,no,si,no,si,si,si,si,-34.1723674255219,-68.98176782663514
354,buenos aires,capitán sarmiento,la luisa,230,no,no,no,no,no,si,no,no,no,-34.1285572110784,-59.9240058312679
355,buenos aires,carlos casares,bellocq,542,no,no,si,no,no,no,si,no,no,-35.9189705554631,-61.5312630222769
356,buenos aires,general san martín,villa juan martín de pueyrredon,18082,no,si,no,si,no,no,no,si,si,-34.5474839124216,-58.5750972559389
357,buenos aires,general san martín,villa libertad,14404,no,si,no,si,no,no,no,si,si,-34.5846960052521,-58.5623334028073
358,buenos aires,general san martín,villa lynch,4097,si,si,no,si,no,no,si,si,si,-35.740337986236206,-58.5234377223288
359,buenos aires,general san martín,villa maipu,25120,si,si,no,si,no,si,si,si,si,-34.5682131696117,-58.5245451491949
360,buenos aires,general san martín,villa marqués alejandro maría de aguado,13440,no,si,no,si,no,no,no,si,si,-34.5551356608044,-58.5383771255925
361,buenos aires,general san martín,villa parque pres figueroa alcorta,3762,no,si,no,si,no,no,no,si,si,-34.5939487574993,-58.5321739553925
362,buenos aires,general san martín,villa parque san lorenzo,4567,no,si,no,si,no,no,no,si,si,-34.5618730613851,-58.5336624494541
363,buenos aires,general san martín,villa san andrés,10018,si,si,no,si,no,si,si,si,si,-34.5659932905453,-58.5448069225448
364,buenos aires,general san martín,villa yapeyú,3654,no,si,no,si,no,no,no,si,si,-34.5716953020123,-58.5491073994839
365,buenos aires,general viamonte,baigorrita,1848,si,no,no,no,no,si,si,no,si,-34.7472686783062,-60.9889526585307
366,buenos aires,general viamonte,la delfina,26,no,no,no,no,no,no,no,no,no,-34.9420471191406,-61.1595687866211
367,buenos aires,moreno,la reja,39685,si,si,si,si,si,si,si,si,si,-34.6452391234366,-58.8380252692761
368,buenos aires,moreno,moreno,177572,si,si,si,si,si,si,si,si,si,-35.74508656594671,-58.7921362740593
369,buenos aires,moreno,paso del rey,49553,no,si,no,si,si,si,si,si,si,-34.6353876829627,-58.7503180890016
370,buenos aires,moreno,trujui,112511,si,si,si,si,no,si,si,si,si,-34.5941439978594,-58.7557346559769
371,buenos aires,morón,castelar,107962,si,si,no,si,no,si,si,si,si,-34.6644131034283,-58.6456427123911
372,buenos aires,morón,el palomar,59312,si,si,si,si,si,si,si,si,si,-35.7430940594037,-68.86298621706753
373,buenos aires,tornquist,tornquist,6473,si,si,no,si,si,no,si,si,si,-38.0989983131157,-62.2218091270044
374,buenos aires,tornquist,tres picos,82,no,no,no,no,no,no,no,no,si,-38.2867749310339,-62.2073117423093
375,buenos aires,tornquist,villa serrana la gruta,52,no,si,no,no,no,no,no,no,no,-38.0568266332177,-62.0782618310425
376,buenos aires,tornquist,villa ventana,609,si,no,no,no,no,no,si,no,si,-38.0795765714478,-61.9311383483155
377,buenos aires,trenque lauquen,30 de agosto,4777,no,si,no,si,no,no,si,si,si,-36.2779720057322,-62.5453088654651
378,buenos aires,trenque lauquen,berutti,1098,no,no,no,si,no,no,si,si,si,-35.8580311359835,-62.5126328995628
379,buenos aires,trenque lauquen,girodias,161,si,no,no,no,no,si,si,no,no,-35.918068522545106,-62.3569660936558
380,buenos aires,trenque lauquen,la carreta,45,no,no,no,no,no,si,no,no,no,-35.902081017302805,-62.2386894226074
381,buenos aires,trenque lauquen,trenque lauquen,33442,si,si,si,si,si,si,si,si,si,-35.9746951559846,-62.7323099655579
382,buenos aires,trenque lauquen,trongé,23,no,no,no,no,no,si,no,no,no,-36.4603092402658,-62.4871229040303
383,buenos aires,tres arroyos,balneario orense,77,no,no,no,no,no,no,no,si,si,-38.8079580951783,-59.7382989446997
384,jujuy,san antonio,los alisos,61,si,no,no,no,no,no,no,no,no,-24.2839395993959,-65.2818272273441
385,caba,comuna 01,monserrat,39914,si,si,si,si,si,si,si,si,si,-34.6126880821742,-68.84079811720784
386,cordoba,calamuchita,la cumbrecita,549,no,no,no,no,no,si,no,si,si,-31.8969643877578,-64.7751589433589
387,cordoba,calamuchita,las bajadas,141,no,no,no,no,no,si,no,no,si,-32.0954063583092,-64.3310535546374
388,cordoba,calamuchita,las caleras,192,no,no,no,no,no,si,si,no,no,-32.3893612457104,-64.5185923418535
389,cordoba,calamuchita,los cóndores,2879,si,no,no,no,si,si,si,si,si,-32.3211277679392,-64.2810080327514
390,cordoba,calamuchita,los molinos,260,no,no,no,no,no,si,no,no,no,-31.8568223164309,-64.3779521586489
391,cordoba,calamuchita,los reartes,1192,si,no,no,si,si,si,si,si,si,-35.47330894992721,-64.5755037073336
392,caba,comuna 06,caballito,176076,si,si,si,si,si,si,si,si,si,-34.6168254996915,-68.84719322376134
393,cordoba,río primero,la puerta,2185,no,no,no,si,no,si,si,si,si,-30.8926051154777,-63.2532712015227
394,cordoba,río primero,la quinta,150,no,no,no,no,no,si,no,no,no,-31.0622588456023,-63.1501281830965
395,cordoba,río primero,las gramillas,109,no,no,no,no,no,no,si,no,si,-31.0882555128663,-63.2418444621471
396,cordoba,río primero,las saladas,134,no,no,no,no,no,no,si,no,no,-30.7594681012857,-63.2035027286926
397,cordoba,río primero,maquinista gallini,69,no,no,no,no,no,no,no,no,no,-30.9074419738178,-69.35604477416383
398,cordoba,río primero,monte del rosario,114,no,no,no,no,no,no,no,no,no,-30.9826026339688,-63.6017850424963
399,cordoba,río primero,montecristo,9254,si,no,no,si,si,si,si,si,si,-31.3438538707604,-63.9457735584091
400,cordoba,río primero,obispo trejo,2420,no,no,no,no,no,no,no,si,si,-30.7811924488335,-63.4130494343907
401,caba,comuna 10,villa luro,32502,si,si,si,si,si,si,si,si,si,-34.6364127783977,-58.5027288050931
402,cordoba,totoral,sinsacate,1317,si,no,no,si,no,si,si,si,si,-30.9428574787407,-64.0884974374818
403,cordoba,totoral,villa del totoral,8211,si,no,no,si,no,si,si,si,si,-30.7038437425366,-64.0682991778579
404,cordoba,tulumba,cerro colorado,0,no,no,no,no,no,no,no,no,no,-32.28132635182631,-63.002839305837135
405,cordoba,tulumba,churqui cañada,48,no,no,no,no,no,no,no,no,no,-30.1681571983317,-63.9295889316832
406,cordoba,tulumba,el rodeo,134,no,no,no,no,no,no,no,no,no,-35.29893127672081,-63.8679636143828
407,cordoba,tulumba,el tuscal,79,no,no,no,no,no,no,no,no,no,-29.7574368770199,-64.5298988550679
408,cordoba,tulumba,las arrias,1104,si,no,no,no,no,no,si,si,si,-30.3812826841011,-63.5966635615372
409,caba,comuna 14,palermo,225970,si,si,si,si,si,si,si,si,si,-34.5738999836423,-58.4224364523189
410,entre rios,diamante,aldea valle maría,2149,no,no,no,si,no,si,si,no,si,-31.9922440087904,-60.5878502274446
